S1 - Recherche et développement (R et D);;;;;;
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);80141509;Information commerciale ou analyse de la concurrence;Information commerciale ou analyse de la concurrence/Marketing et distribution
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81121500;Analyse économique;Analyse économique/Économie
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81121501;Analyse macroéconomique;Analyse macroéconomique/Économie
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81121502;Analyse microéconomique;Analyse microéconomique/Économie
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81121504;Prévisions économiques;Prévisions économiques/Économie
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81121603;Analyse monétaire;Analyse monétaire/Économie
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81130000;Statistique;Statistique
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81131500;Méthodes et analyse;Méthodes et analyse/Statistique
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81131501;Analyse factorielle;Analyse factorielle/Statistique
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81131502;Analyse multivariable;Analyse multivariable/Statistique
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81131503;Analyse de régression;Analyse de régression/Statistique
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81131504;Études d'échantillonnage;Études d'échantillonnage/Statistique
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81131505;Analyse des séries chronologiques;Analyse des séries chronologiques/Statistique
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81141602;Analyse du transport des marchandises;Analyse du transport des marchandises/Technologies de fabrication
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);81141801;Analyse de la sécurité ou des risques;Analyse de la sécurité ou des risques/Technologies de fabrication
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);82111802;Services de recherche;Services de recherche/Rédaction et traduction
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);85151506;Études sur les aliments ou les habitudes alimentaires;Études sur les aliments ou les habitudes alimentaires/Services alimentaires et nutritionnels
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);93141610;Études démographiques;Études démographiques/Services sociaux et communautaires
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);93171800;Analyse commerciale;Analyse commerciale/Politiques et réglementation commerciales
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);93171801;Projections commerciales;Projections commerciales/Politiques et réglementation commerciales
Services;S2;Études spéciales et analyses - (pas R et D);S2 - Études spéciales et analyses - (pas R et D);93171802;Projections sur l'équilibre commercial;Projections sur l'équilibre commercial/Politiques et réglementation commerciales
S3 - Services d'architecture et d'ingénierie;;;;;;
Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;71151400;Ingénierie du forage de puits;Ingénierie du forage de puits/Services de traitement et de gestion des données sur le pétrole et le gaz
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;71151401;Services de conception des tâches - cimentation de puits;Services de conception des tâches - cimentation de puits/Services de traitement et de gestion des données sur le pétrole et le gaz
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;71151402;Services de conception des tâches - tube d'intervention enroulé;Services de conception des tâches - tube d'intervention enroulé/Services de traitement et de gestion des données sur le pétrole et le gaz
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;71151403;Services de conception des tâches - forage de puits;Services de conception des tâches - forage de puits/Services de traitement et de gestion des données sur le pétrole et le gaz
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;71151404;Services de conception des tâches - fracturation de puits;Services de conception des tâches - fracturation de puits/Services de traitement et de gestion des données sur le pétrole et le gaz
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;71151405;Services de conception des tâches - stimulation de matrice;Services de conception des tâches - stimulation de matrice/Services de traitement et de gestion des données sur le pétrole et le gaz
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;71151406;Services de conception des tâches - maîtrise du sable;Services de conception des tâches - maîtrise du sable/Services de traitement et de gestion des données sur le pétrole et le gaz
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81100000;Services d'ingénieurs;Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101500;Génie civil;Génie civil/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101501;Génie civil - puits;Génie civil - puits/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101502;Dessin technique en génie civil;Dessin technique en génie civil/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101503;Génie portuaire;Génie portuaire/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101505;Génie des structures;Génie des structures/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101506;Architecture navale;Architecture navale/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101507;Génie des barrages;Génie des barrages/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101508;Génie architectural;Génie architectural/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101509;Génie aéroportuaire;Génie aéroportuaire/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101510;Génie routier;Génie routier/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101511;Génie ferroviaire;Génie ferroviaire/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101513;Gestion de construction immobilière;Gestion de construction immobilière/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101520;Surveillance des travaux - ouvrage de barrages;Surveillance des travaux - ouvrage de barrages
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101600;Génie mécanique;Génie mécanique/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101601;Dessin de construction mécanique;Dessin de construction mécanique/Services d'ingénieurs
Services;S3;Services d'architecture et d'ingénierie;S3 - Services d'architecture et d'ingénierie;81101605;Services électromécaniques;Services électromécaniques/Services d'ingénieurs
