C01 - Bâtiments;;;;;;
Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Travaux de construction ;C01;Bâtiments;C01 - Bâtiments;72150000;Services de construction et d'entretien de composants spécialisés;Services de construction et d'entretien de composants spécialisés
Travaux de construction ;C01;Bâtiments;C01 - Bâtiments;76101600;Décontamination - matières dangereuses;Décontamination - matières dangereuses/Services de décontamination
Travaux de construction ;C01;Bâtiments;C01 - Bâtiments;76101601;Services de décontamination - matières radioactives;Services de décontamination - matières radioactives/Services de décontamination
Travaux de construction ;C01;Bâtiments;C01 - Bâtiments;76101602;Services de désamiantage;Services de désamiantage/Services de décontamination
Travaux de construction ;C01;Bâtiments;C01 - Bâtiments;83101500;Services d'aqueduc et d'égout;Services d'aqueduc et d'égout/Services publics
C02 - Ouvrages de génie civil;;;;;;
Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222001;Ponts en acier;Ponts en acier/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222002;Cales sèches;Cales sèches/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222014;Terrains d'aviation;Terrains d'aviation/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222015;Pistes d'atterrissage;Pistes d'atterrissage/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222016;Quais;Quais/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222017;Jetées;Jetées/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222018;Bassins;Bassins/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222019;Wharfs;Wharfs/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222020;Marina;Marina/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222021;Ports de plaisance - Yachts;Ports de plaisance - Yachts/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222022;Brise-lames;Brise-lames/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222023;Digues;Digues/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222024;Débarcadères de traversier;Débarcadères de traversier/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222027;Ponts routiers;Ponts routiers/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222028;Ponts ferroviaires;Ponts ferroviaires/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222029;Ponts piétonniers;Ponts piétonniers/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222030;Viaducs routiers;Viaducs routiers/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222031;Viaducs ferroviaires;Viaducs ferroviaires/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222032;Passages inférieurs;Passages inférieurs/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222033;Passages supérieurs;Passages supérieurs/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222034;Passages souterrains;Passages souterrains/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222035;Ponceaux;Ponceaux/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222036;Tunnels routiers;Tunnels routiers/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222037;Tunnels ferroviaires;Tunnels ferroviaires/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222038;Tunnels piétonniers;Tunnels piétonniers/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222039;Canaux;Canaux/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222040;Tunnels sous-fluviaux;Tunnels sous-fluviaux/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222041;Tunnels sous-marins;Tunnels sous-marins/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222042;Autoroutes;Autoroutes/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222043;Carrefours;Carrefours/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222044;Rocades;Rocades/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222045;Routes interurbaines;Routes interurbaines/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222046;Routes secondaires;Routes secondaires/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222047;Voies de desserte;Voies de desserte/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222048;Voies d'accès;Voies d'accès/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222049;Routes à double chaussée;Routes à double chaussée/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222050;Route à chaussée unique;Route à chaussée unique/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222051;Bifurcations - jonctions;Bifurcations - jonctions/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222052;Passages piétonniers;Passages piétonniers/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222053;Passages piétonniers supérieurs;Passages piétonniers supérieurs/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222054;Trottoir - sentiers piétonniers;Trottoir - sentiers piétonniers/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222055;Pistes cyclables;Pistes cyclables/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222056;Ponts pour canalisations;Ponts pour canalisations/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222057;Canalisations;Canalisations/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222058;Postes de pompage;Postes de pompage/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222059;Postes de pompage d'eau d'égout;Postes de pompage d'eau d'égout/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222060;Décharges d'eau d'égout;Décharges d'eau d'égout/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222061;Parcs de stationnement;Parcs de stationnement/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222080;Travaux de construction de système de feux de circulation (route);Travaux de construction de système de feux de circulation (route)
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222081;Travaux de grattage et mise en forme d'accotement (route);Travaux de grattage et mise en forme d'accotement (route)
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222082;Travaux de signalisation et maintien de la circulation (route);Travaux de signalisation et maintien de la circulation (route)
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222200;Ouvrages pour services publics;Ouvrages pour services publics/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222201;Postes radars;Postes radars/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222202;Sous-stations;Sous-stations/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222203;Centrales nucléaires;Centrales nucléaires/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222204;Châteaux d'eau;Châteaux d'eau/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222205;Puits;Puits/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222206;Stations de base pour téléphones mobiles;Stations de base pour téléphones mobiles/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222207;Barrages;Barrages/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222208;Plate-formes pétrolières et gazières;Plate-formes pétrolières et gazières/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;30222803;Canaux d'irrigation;Canaux d'irrigation/Ouvrages permanents
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;71161400;Services de gestion de la construction de puits;Services de gestion de la construction de puits/Services de gestion de projets - puits de pétrole et de gaz
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;71161402;Services techniques de complétion de puits;Services techniques de complétion de puits/Services de gestion de projets - puits de pétrole et de gaz
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;71161403;Services liés aux points fixes d'amarrage;Services liés aux points fixes d'amarrage/Services de gestion de projets - puits de pétrole et de gaz
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;71161405;Services de revêtement de puits sur chantier de forage;Services de revêtement de puits sur chantier de forage/Services de gestion de projets - puits de pétrole et de gaz
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;71161407;Services liés aux unités de remontage - puits;Services liés aux unités de remontage - puits/Services de gestion de projets - puits de pétrole et de gaz
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;71161412;Services de reconditionnement de puits;Services de reconditionnement de puits/Services de gestion de projets - puits de pétrole et de gaz
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;71161413;Services de construction ou de fabrication;Services de construction ou de fabrication/Services de gestion de projets - puits de pétrole et de gaz
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72102206;Ouvrages souterrains pour équipement de communications;Ouvrages souterrains pour équipement de communications/Services de construction, de réparation et d'entretien d'immeubles
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72102207;Ouvrages aériens pour équipement de communications;Ouvrages aériens pour équipement de communications/Services de construction, de réparation et d'entretien d'immeubles
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72102405;Services de marquage de la chaussée;Services de marquage de la chaussée/Services de construction, de réparation et d'entretien d'immeubles
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72131601;Construction de centrales d'énergie;Construction de centrales d'énergie/Construction immobilière générale
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72131700;Construction d'infrastructures ou d'ouvrages de génie civil;Construction d'infrastructures ou d'ouvrages de génie civil/Construction immobilière générale
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72131701;Pavage ou revêtement de routes ou d'autoroutes;Pavage ou revêtement de routes ou d'autoroutes/Construction immobilière générale
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72131702;Construction de ponts;Construction de ponts/Construction immobilière générale
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72190000;Entretien et réparation d'infrastructures;Entretien et réparation d'infrastructures
Travaux de construction ;C02;Ouvrages de génie civil;C02 - Ouvrages de génie civil;72191500;Entretien routier;Entretien routier/Entretien et réparation d'infrastructures
C03 - Autres travaux de construction ;;;;;;
Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Aucun code proposé dans cette catégorie - Voir les codes proposés en C01 - Bâtiments ou en C02 - Ouvrages de génie civil;;;;;;
